温度,时间,,
15.8,2019/2/19 4:00,,
15.8,2019/2/19 3:50,,
15.8,2019/2/19 3:40,,
15.8,2019/2/19 3:30,,
15.8,2019/2/19 3:20,,
15.8,2019/2/19 3:10,,
15.8,2019/2/19 3:00,,
15.8,2019/2/19 2:50,,
15.8,2019/2/19 2:40,,
15.8,2019/2/19 2:30,,
15.7,2019/2/19 2:20,,
15.7,2019/2/19 2:10,,
15.7,2019/2/19 2:00,,
15.7,2019/2/19 1:50,,
15.7,2019/2/19 1:40,,
15.7,2019/2/19 1:30,,
15.7,2019/2/19 1:20,,
15.8,2019/2/19 1:10,,
15.8,2019/2/19 1:00,,
15.7,2019/2/19 0:50,,
15.7,2019/2/19 0:40,,
15.7,2019/2/19 0:30,,
15.7,2019/2/19 0:20,,
15.7,2019/2/19 0:10,,
15.7,2019/2/19 0:00,,
15.7,2019/2/18 23:50,,
15.8,2019/2/18 23:40,,
15.8,2019/2/18 23:30,,
15.8,2019/2/18 23:20,,
15.8,2019/2/18 23:10,,
15.8,2019/2/18 23:00,,
15.8,2019/2/18 22:50,,
15.8,2019/2/18 22:40,,
15.8,2019/2/18 22:30,,
15.8,2019/2/18 22:20,,
15.8,2019/2/18 22:10,,
15.8,2019/2/18 22:00,,
15.8,2019/2/18 21:50,,
15.8,2019/2/18 21:40,,
15.8,2019/2/18 21:30,,
15.8,2019/2/18 21:20,,
15.8,2019/2/18 21:10,,
15.8,2019/2/18 21:00,,
15.8,2019/2/18 20:50,,
15.8,2019/2/18 20:40,,
15.8,2019/2/18 20:30,,
15.8,2019/2/18 20:20,,
16.1,2019/2/18 20:10,,
15.8,2019/2/18 20:00,,
15.8,2019/2/18 19:50,,
16,2019/2/18 19:40,,
15.9,2019/2/18 19:30,,
15.8,2019/2/18 19:20,,
15.8,2019/2/18 19:10,,
15.7,2019/2/18 19:00,,
15.7,2019/2/18 18:50,,
15.5,2019/2/18 18:40,,
14.9,2019/2/18 18:30,,
14.9,2019/2/18 18:20,,
14.8,2019/2/18 18:10,,
14.9,2019/2/18 18:00,,
14.9,2019/2/18 17:50,,
14.9,2019/2/18 17:40,,
15,2019/2/18 17:30,,
14.9,2019/2/18 17:20,,
14.9,2019/2/18 17:10,,
14.9,2019/2/18 17:00,,
14.9,2019/2/18 16:50,,
14.9,2019/2/18 16:40,,
15,2019/2/18 16:30,,
14.9,2019/2/18 16:20,,
15,2019/2/18 16:10,,
15,2019/2/18 16:00,,
15,2019/2/18 15:50,,
15,2019/2/18 15:40,,
15,2019/2/18 15:30,,
15,2019/2/18 15:20,,
15,2019/2/18 15:10,,
15,2019/2/18 15:00,,
15,2019/2/18 14:50,,
15,2019/2/18 14:40,,
15,2019/2/18 14:30,,
15.1,2019/2/18 14:20,,
15.1,2019/2/18 14:10,,
14.9,2019/2/18 14:00,,
15,2019/2/18 13:50,,
15.3,2019/2/18 13:40,,
15.4,2019/2/18 13:30,,
15.6,2019/2/18 13:20,,
15.5,2019/2/18 13:10,,
15.5,2019/2/18 13:00,,
15.5,2019/2/18 12:50,,
15.5,2019/2/18 12:40,,
15.4,2019/2/18 12:30,,
15.3,2019/2/18 12:20,,
15.3,2019/2/18 12:10,,
15.2,2019/2/18 12:00,,
14.8,2019/2/18 11:50,,
14.5,2019/2/18 11:40,,
14.5,2019/2/18 11:30,,
14.5,2019/2/18 11:20,,
14.5,2019/2/18 11:10,,
14.5,2019/2/18 11:00,,
14.6,2019/2/18 10:50,,
14.6,2019/2/18 10:40,,
14.6,2019/2/18 10:30,,
14.9,2019/2/18 10:20,,
15,2019/2/18 10:10,,
14.6,2019/2/18 10:00,,
15,2019/2/18 9:50,,
14.8,2019/2/18 9:40,,
14.7,2019/2/18 9:30,,
14.3,2019/2/18 9:20,,
15.3,2019/2/18 9:10,,
15.3,2019/2/18 9:00,,
15.3,2019/2/18 8:50,,
15.1,2019/2/18 8:40,,
15.2,2019/2/18 8:30,,
14.5,2019/2/18 8:20,,
13.7,2019/2/18 8:10,,
14,2019/2/18 8:00,,
14.4,2019/2/18 7:50,,
14.3,2019/2/18 7:40,,
14.1,2019/2/18 7:30,,
12.8,2019/2/18 7:20,,
12.8,2019/2/18 7:10,,
12.8,2019/2/18 7:00,,
12.8,2019/2/18 6:50,,
12.8,2019/2/18 6:40,,
12.8,2019/2/18 6:30,,
12.8,2019/2/18 6:20,,
12.8,2019/2/18 6:10,,
12.9,2019/2/18 6:00,,
13,2019/2/18 5:50,,
13,2019/2/18 5:40,,
13,2019/2/18 5:30,,
13,2019/2/18 5:20,,
13,2019/2/18 5:10,,
13,2019/2/18 5:00,,
13.1,2019/2/18 4:50,,
13,2019/2/18 4:40,,
13.1,2019/2/18 4:30,,
13.1,2019/2/18 4:20,,
13,2019/2/18 4:10,,
13,2019/2/18 4:00,,
13.1,2019/2/18 3:50,,
13.1,2019/2/18 3:40,,
13.1,2019/2/18 3:30,,
13.1,2019/2/18 3:20,,
13.1,2019/2/18 3:10,,
13.1,2019/2/18 3:00,,
13.1,2019/2/18 2:50,,
13.2,2019/2/18 2:40,,
13.2,2019/2/18 2:30,,
13.2,2019/2/18 2:20,,
13.3,2019/2/18 2:10,,
13.3,2019/2/18 2:00,,
13.3,2019/2/18 1:50,,
13.4,2019/2/18 1:40,,
13.5,2019/2/18 1:30,,
13.5,2019/2/18 1:20,,
13.5,2019/2/18 1:10,,
13.6,2019/2/18 1:00,,
13.6,2019/2/18 0:50,,
13.6,2019/2/18 0:40,,
13.6,2019/2/18 0:30,,
13.5,2019/2/18 0:20,,
13.6,2019/2/18 0:10,,
13.6,2019/2/18 0:00,,
13.6,2019/2/17 23:50,,
13.6,2019/2/17 23:40,,
13.7,2019/2/17 23:30,,
13.7,2019/2/17 23:20,,
13.7,2019/2/17 23:10,,
13.7,2019/2/17 23:00,,
13.7,2019/2/17 22:50,,
13.7,2019/2/17 22:40,,
13.8,2019/2/17 22:30,,
13.8,2019/2/17 22:20,,
13.9,2019/2/17 22:10,,
13.9,2019/2/17 22:00,,
13.9,2019/2/17 21:50,,
14,2019/2/17 21:40,,
14,2019/2/17 21:30,,
14.1,2019/2/17 21:20,,
14.1,2019/2/17 21:10,,
14.1,2019/2/17 21:00,,
14.2,2019/2/17 20:50,,
14.3,2019/2/17 20:40,,
14.3,2019/2/17 20:30,,
14.4,2019/2/17 20:20,,
14.4,2019/2/17 20:10,,
14.5,2019/2/17 20:00,,
14.5,2019/2/17 19:50,,
14.6,2019/2/17 19:40,,
14.7,2019/2/17 19:30,,
14.9,2019/2/17 19:20,,
15,2019/2/17 19:10,,
15.1,2019/2/17 19:00,,
15.3,2019/2/17 18:50,,
16.1,2019/2/17 18:40,,
15.9,2019/2/17 18:30,,
16.3,2019/2/17 18:20,,
16.3,2019/2/17 18:10,,
16,2019/2/17 18:00,,
16.1,2019/2/17 17:50,,
15.8,2019/2/17 17:40,,
15.9,2019/2/17 17:30,,
16.3,2019/2/17 17:20,,
16.3,2019/2/17 17:10,,
16.5,2019/2/17 17:00,,
16,2019/2/17 16:50,,
16.3,2019/2/17 16:40,,
16.2,2019/2/17 16:30,,
16.3,2019/2/17 16:20,,
16.1,2019/2/17 16:10,,
15.3,2019/2/17 16:00,,
15.4,2019/2/17 15:50,,
15.5,2019/2/17 15:40,,
15.2,2019/2/17 15:30,,
15.1,2019/2/17 15:20,,
15,2019/2/17 15:10,,
15,2019/2/17 15:00,,
15,2019/2/17 14:50,,
14.9,2019/2/17 14:40,,
14.9,2019/2/17 14:30,,
15.1,2019/2/17 14:20,,
15.1,2019/2/17 14:10,,
15.1,2019/2/17 14:00,,
15.3,2019/2/17 13:50,,
15.8,2019/2/17 13:40,,
16.1,2019/2/17 13:30,,
16.6,2019/2/17 13:20,,
16.1,2019/2/17 13:10,,
15.9,2019/2/17 13:00,,
14.6,2019/2/17 12:50,,
14.8,2019/2/17 12:40,,
15,2019/2/17 12:30,,
16.1,2019/2/17 12:20,,
15.8,2019/2/17 12:10,,
15.9,2019/2/17 12:00,,
15.8,2019/2/17 11:50,,
15.6,2019/2/17 11:40,,
15.8,2019/2/17 11:30,,
15.7,2019/2/17 11:20,,
15.7,2019/2/17 11:10,,
15.6,2019/2/17 11:00,,
15.6,2019/2/17 10:50,,
15.5,2019/2/17 10:40,,
15.6,2019/2/17 10:30,,
15.6,2019/2/17 10:20,,
15.6,2019/2/17 10:10,,
15.6,2019/2/17 10:00,,
15.6,2019/2/17 9:50,,
15.3,2019/2/17 9:40,,
15.6,2019/2/17 9:30,,
15.6,2019/2/17 9:20,,
15.5,2019/2/17 9:10,,
14.5,2019/2/17 9:00,,
15.5,2019/2/17 8:50,,
15.5,2019/2/17 8:40,,
15.1,2019/2/17 8:30,,
14.9,2019/2/17 8:20,,
14.8,2019/2/17 8:10,,
13.8,2019/2/17 8:00,,
15,2019/2/17 7:50,,
15,2019/2/17 7:40,,
15,2019/2/17 7:30,,
15,2019/2/17 7:20,,
15,2019/2/17 7:10,,
15,2019/2/17 7:00,,
15,2019/2/17 6:50,,
15,2019/2/17 6:40,,
15,2019/2/17 6:30,,
15,2019/2/17 6:20,,
15,2019/2/17 6:10,,
15,2019/2/17 6:00,,
15,2019/2/17 5:50,,
15,2019/2/17 5:40,,
15,2019/2/17 5:30,,
15,2019/2/17 5:20,,
15,2019/2/17 5:10,,
15,2019/2/17 5:00,,
15,2019/2/17 4:50,,
15,2019/2/17 4:40,,
15,2019/2/17 4:30,,
15,2019/2/17 4:20,,
15,2019/2/17 4:10,,
15,2019/2/17 4:00,,
15,2019/2/17 3:50,,
15,2019/2/17 3:40,,
15,2019/2/17 3:30,,
15,2019/2/17 3:20,,
15,2019/2/17 3:10,,
15,2019/2/17 3:00,,
15,2019/2/17 2:50,,
15,2019/2/17 2:40,,
15,2019/2/17 2:30,,
15,2019/2/17 2:20,,
14.9,2019/2/17 2:10,,
14.9,2019/2/17 2:00,,
14.8,2019/2/17 1:50,,
14.8,2019/2/17 1:40,,
14.9,2019/2/17 1:30,,
14.9,2019/2/17 1:20,,
14.9,2019/2/17 1:10,,
14.9,2019/2/17 1:00,,
14.8,2019/2/17 0:50,,
14.8,2019/2/17 0:40,,
14.8,2019/2/17 0:30,,
14.8,2019/2/17 0:20,,
14.8,2019/2/17 0:10,,
14.8,2019/2/17 0:00,,
14.8,2019/2/16 23:50,,
14.8,2019/2/16 23:40,,
14.8,2019/2/16 23:30,,
14.8,2019/2/16 23:20,,
14.8,2019/2/16 23:10,,
14.8,2019/2/16 23:00,,
14.9,2019/2/16 22:50,,
14.9,2019/2/16 22:40,,
15,2019/2/16 22:30,,
14.9,2019/2/16 22:20,,
14.9,2019/2/16 22:10,,
14.8,2019/2/16 22:00,,
14.8,2019/2/16 21:50,,
14.8,2019/2/16 21:40,,
14.9,2019/2/16 21:30,,
14.9,2019/2/16 21:20,,
14.8,2019/2/16 21:10,,
14,2019/2/16 21:00,,
13.9,2019/2/16 20:50,,
14.2,2019/2/16 20:40,,
14.8,2019/2/16 20:30,,
15,2019/2/16 20:20,,
14.8,2019/2/16 20:10,,
15.2,2019/2/16 20:00,,
15.5,2019/2/16 19:50,,
15.3,2019/2/16 19:40,,
14.9,2019/2/16 19:30,,
14.6,2019/2/16 19:20,,
15.6,2019/2/16 19:10,,
14.6,2019/2/16 19:00,,
15,2019/2/16 18:50,,
14.9,2019/2/16 18:40,,
14.9,2019/2/16 18:30,,
14.9,2019/2/16 18:20,,
14.8,2019/2/16 18:10,,
15,2019/2/16 18:00,,
15.1,2019/2/16 17:50,,
15.3,2019/2/16 17:40,,
14.5,2019/2/16 17:30,,
14.9,2019/2/16 17:20,,
14.9,2019/2/16 17:10,,
15,2019/2/16 17:00,,
15.5,2019/2/16 16:50,,
14.6,2019/2/16 16:40,,
15,2019/2/16 16:30,,
15.1,2019/2/16 16:20,,
15.2,2019/2/16 16:10,,
14.3,2019/2/16 16:00,,
14.9,2019/2/16 15:50,,
15.6,2019/2/16 15:40,,
15.5,2019/2/16 15:30,,
14.9,2019/2/16 15:20,,
15,2019/2/16 15:10,,
15,2019/2/16 15:00,,
15.1,2019/2/16 14:50,,
15.2,2019/2/16 14:40,,
15.6,2019/2/16 14:30,,
14.9,2019/2/16 14:20,,
15.3,2019/2/16 14:10,,
13.6,2019/2/16 14:00,,
13.6,2019/2/16 13:50,,
13.5,2019/2/16 13:40,,
13.5,2019/2/16 13:30,,
13.4,2019/2/16 13:20,,
15,2019/2/16 13:10,,
13.9,2019/2/16 13:00,,
14.1,2019/2/16 12:50,,
14.5,2019/2/16 12:40,,
14.5,2019/2/16 12:30,,
14.6,2019/2/16 12:20,,
14.6,2019/2/16 12:10,,
14.8,2019/2/16 12:00,,
14.8,2019/2/16 11:50,,
15.1,2019/2/16 11:40,,
14.7,2019/2/16 11:30,,
14.6,2019/2/16 11:20,,
14.7,2019/2/16 11:10,,
14.6,2019/2/16 11:00,,
14.7,2019/2/16 10:50,,
14.6,2019/2/16 10:40,,
14.4,2019/2/16 10:30,,
13.5,2019/2/16 10:20,,
13.6,2019/2/16 10:10,,
13.6,2019/2/16 10:00,,
14,2019/2/16 9:50,,
14.3,2019/2/16 9:40,,
14.8,2019/2/16 9:30,,
15.3,2019/2/16 9:20,,
15.2,2019/2/16 9:10,,
15,2019/2/16 9:00,,
14.8,2019/2/16 8:50,,
14.9,2019/2/16 8:40,,
14.6,2019/2/16 8:30,,
14.6,2019/2/16 8:20,,
14.6,2019/2/16 8:10,,
14.6,2019/2/16 8:00,,
14.4,2019/2/16 7:50,,
14.4,2019/2/16 7:40,,
14.6,2019/2/16 7:30,,
14.6,2019/2/16 7:20,,
14.6,2019/2/16 7:10,,
14.7,2019/2/16 7:00,,
14.7,2019/2/16 6:50,,
14.7,2019/2/16 6:40,,
14.7,2019/2/16 6:30,,
14.7,2019/2/16 6:20,,
14.6,2019/2/16 6:10,,
14.6,2019/2/16 6:00,,
14.8,2019/2/16 5:50,,
14.8,2019/2/16 5:40,,
14.8,2019/2/16 5:30,,
14.8,2019/2/16 5:20,,
14.8,2019/2/16 5:10,,
14.8,2019/2/16 5:00,,
14.7,2019/2/16 4:50,,
14.7,2019/2/16 4:40,,
14.8,2019/2/16 4:30,,
14.8,2019/2/16 4:20,,
14.7,2019/2/16 4:10,,
14.8,2019/2/16 4:00,,
14.7,2019/2/16 3:50,,
14.8,2019/2/16 3:40,,
14.9,2019/2/16 3:30,,
15,2019/2/16 3:20,,
15,2019/2/16 3:10,,
15,2019/2/16 3:00,,
15,2019/2/16 2:50,,
15,2019/2/16 2:40,,
15,2019/2/16 2:30,,
15,2019/2/16 2:20,,
15,2019/2/16 2:10,,
15,2019/2/16 2:00,,
15,2019/2/16 1:50,,
15,2019/2/16 1:40,,
15,2019/2/16 1:30,,
15,2019/2/16 1:20,,
15,2019/2/16 1:10,,
15,2019/2/16 1:00,,
15.1,2019/2/16 0:50,,
15.1,2019/2/16 0:40,,
15.1,2019/2/16 0:30,,
15.1,2019/2/16 0:20,,
15.1,2019/2/16 0:10,,
15.1,2019/2/16 0:00,,
15,2019/2/15 23:50,,
15,2019/2/15 23:40,,
15,2019/2/15 23:30,,
15.1,2019/2/15 23:20,,
15.1,2019/2/15 23:10,,
15.1,2019/2/15 23:00,,
15.1,2019/2/15 22:50,,
15.1,2019/2/15 22:40,,
15.1,2019/2/15 22:30,,
15.1,2019/2/15 22:20,,
15.1,2019/2/15 22:10,,
15.1,2019/2/15 22:00,,
15.1,2019/2/15 21:50,,
15.1,2019/2/15 21:40,,
15.1,2019/2/15 21:30,,
15.1,2019/2/15 21:20,,
15,2019/2/15 21:10,,
15.1,2019/2/15 21:00,,
15.1,2019/2/15 20:50,,
15.1,2019/2/15 20:40,,
15.3,2019/2/15 20:30,,
15.3,2019/2/15 20:20,,
15.3,2019/2/15 20:10,,
15.5,2019/2/15 20:00,,
15.3,2019/2/15 19:50,,
15.3,2019/2/15 19:40,,
14.9,2019/2/15 19:30,,
15.4,2019/2/15 19:20,,
15.5,2019/2/15 19:10,,
15.6,2019/2/15 19:00,,
15.7,2019/2/15 18:50,,
15.7,2019/2/15 18:40,,
15.5,2019/2/15 18:30,,
15.5,2019/2/15 18:20,,
15.5,2019/2/15 18:10,,
15.4,2019/2/15 18:00,,
15.5,2019/2/15 17:50,,
15.5,2019/2/15 17:40,,
15.5,2019/2/15 17:30,,
15.5,2019/2/15 17:20,,
15.5,2019/2/15 17:10,,
15.5,2019/2/15 17:00,,
15.5,2019/2/15 16:50,,
15.5,2019/2/15 16:40,,
15.5,2019/2/15 16:30,,
15.5,2019/2/15 16:20,,
15.5,2019/2/15 16:10,,
15.6,2019/2/15 16:00,,
15.6,2019/2/15 15:50,,
15.6,2019/2/15 15:40,,
15.6,2019/2/15 15:30,,
15.6,2019/2/15 15:20,,
15.6,2019/2/15 15:10,,
15.6,2019/2/15 15:00,,
15.6,2019/2/15 14:50,,
15.5,2019/2/15 14:40,,
15.6,2019/2/15 14:30,,
15.6,2019/2/15 14:20,,
15.6,2019/2/15 14:10,,
15.6,2019/2/15 14:00,,
15.6,2019/2/15 13:50,,
15.7,2019/2/15 13:40,,
15.6,2019/2/15 13:30,,
15.6,2019/2/15 13:20,,
15.5,2019/2/15 13:10,,
15.5,2019/2/15 13:00,,
15.5,2019/2/15 12:50,,
15.5,2019/2/15 12:40,,
15.3,2019/2/15 12:30,,
15.3,2019/2/15 12:20,,
15.3,2019/2/15 12:10,,
15.3,2019/2/15 12:00,,
15.3,2019/2/15 11:50,,
15.3,2019/2/15 11:40,,
15.3,2019/2/15 11:30,,
15.3,2019/2/15 11:20,,
15.2,2019/2/15 11:10,,
15.2,2019/2/15 11:00,,
15.2,2019/2/15 10:50,,
15.2,2019/2/15 10:40,,
15.1,2019/2/15 10:30,,
15.1,2019/2/15 10:20,,
15.1,2019/2/15 10:10,,
15.1,2019/2/15 10:00,,
15.1,2019/2/15 9:50,,
15.1,2019/2/15 9:40,,
15.1,2019/2/15 9:30,,
15.1,2019/2/15 9:20,,
15.1,2019/2/15 9:10,,
15.1,2019/2/15 9:00,,
15.1,2019/2/15 8:50,,
15,2019/2/15 8:40,,
15,2019/2/15 8:30,,
15,2019/2/15 8:20,,
14.6,2019/2/15 8:10,,
14.9,2019/2/15 8:00,,
14.8,2019/2/15 7:50,,
14.6,2019/2/15 7:40,,
14.8,2019/2/15 7:30,,
14.8,2019/2/15 7:20,,
14.8,2019/2/15 7:10,,
14.8,2019/2/15 7:00,,
14.8,2019/2/15 6:50,,
14.8,2019/2/15 6:40,,
14.8,2019/2/15 6:30,,
14.8,2019/2/15 6:20,,
14.8,2019/2/15 6:10,,
14.7,2019/2/15 6:00,,
14.8,2019/2/15 5:50,,
14.8,2019/2/15 5:40,,
14.8,2019/2/15 5:30,,
14.8,2019/2/15 5:20,,
14.8,2019/2/15 5:10,,
14.8,2019/2/15 5:00,,
14.8,2019/2/15 4:50,,
14.8,2019/2/15 4:40,,
14.9,2019/2/15 4:30,,
14.9,2019/2/15 4:20,,
14.9,2019/2/15 4:10,,
15,2019/2/15 4:00,,
15,2019/2/15 3:50,,
15,2019/2/15 3:40,,
15,2019/2/15 3:30,,
15,2019/2/15 3:20,,
15,2019/2/15 3:10,,
15,2019/2/15 3:00,,
15.1,2019/2/15 2:50,,
15.1,2019/2/15 2:40,,
15.1,2019/2/15 2:30,,
15.1,2019/2/15 2:20,,
15.1,2019/2/15 2:10,,
15.1,2019/2/15 2:00,,
15.1,2019/2/15 1:50,,
15.1,2019/2/15 1:40,,
15.1,2019/2/15 1:30,,
15.1,2019/2/15 1:20,,
15.1,2019/2/15 1:10,,
15.1,2019/2/15 1:00,,
15.1,2019/2/15 0:50,,
15.1,2019/2/15 0:40,,
15.1,2019/2/15 0:30,,
15.3,2019/2/15 0:20,,
15.3,2019/2/15 0:10,,
15.3,2019/2/15 0:00,,
15.3,2019/2/14 23:50,,
15.4,2019/2/14 23:40,,
15.3,2019/2/14 23:30,,
15.3,2019/2/14 23:20,,
15.3,2019/2/14 23:10,,
15.3,2019/2/14 23:00,,
15.3,2019/2/14 22:50,,
15.4,2019/2/14 22:40,,
15.4,2019/2/14 22:30,,
15.4,2019/2/14 22:20,,
15.4,2019/2/14 22:10,,
15.4,2019/2/14 22:00,,
15.4,2019/2/14 21:50,,
15.4,2019/2/14 21:40,,
15.4,2019/2/14 21:30,,
15.4,2019/2/14 21:20,,
15.5,2019/2/14 21:10,,
15.4,2019/2/14 21:00,,
15.4,2019/2/14 20:50,,
15.4,2019/2/14 20:40,,
15.4,2019/2/14 20:30,,
15.4,2019/2/14 20:20,,
15.4,2019/2/14 20:10,,
15.3,2019/2/14 20:00,,
15.3,2019/2/14 19:50,,
15.3,2019/2/14 19:40,,
15.3,2019/2/14 19:30,,
15.3,2019/2/14 19:20,,
15.3,2019/2/14 19:10,,
14.5,2019/2/14 19:00,,
14.6,2019/2/14 18:50,,
15,2019/2/14 18:40,,
15.5,2019/2/14 18:30,,
15.6,2019/2/14 18:20,,
15.8,2019/2/14 18:10,,
15.5,2019/2/14 18:00,,
15.7,2019/2/14 17:50,,
15.6,2019/2/14 17:40,,
15.5,2019/2/14 17:30,,
15.5,2019/2/14 17:20,,
15.5,2019/2/14 17:10,,
15.5,2019/2/14 17:00,,
15.5,2019/2/14 16:50,,
15.5,2019/2/14 16:40,,
15.5,2019/2/14 16:30,,
15.5,2019/2/14 16:20,,
15.5,2019/2/14 16:10,,
15.5,2019/2/14 16:00,,
15.5,2019/2/14 15:50,,
15.5,2019/2/14 15:40,,
15.5,2019/2/14 15:30,,
15.5,2019/2/14 15:20,,
15.5,2019/2/14 15:10,,
15.5,2019/2/14 15:00,,
15.5,2019/2/14 14:50,,
15.6,2019/2/14 14:40,,
15.5,2019/2/14 14:30,,
15.5,2019/2/14 14:20,,
15.5,2019/2/14 14:10,,
15.5,2019/2/14 14:00,,
15.5,2019/2/14 13:50,,
15.5,2019/2/14 13:40,,
15.5,2019/2/14 13:30,,
15.5,2019/2/14 13:20,,
15.5,2019/2/14 13:10,,
15.5,2019/2/14 13:00,,
15.5,2019/2/14 12:50,,
15.5,2019/2/14 12:40,,
15.5,2019/2/14 12:30,,
15.5,2019/2/14 12:20,,
15.5,2019/2/14 12:10,,
15.5,2019/2/14 12:00,,
15.5,2019/2/14 11:50,,
15.5,2019/2/14 11:40,,
15.5,2019/2/14 11:30,,
15.5,2019/2/14 11:20,,
15.5,2019/2/14 11:10,,
15.4,2019/2/14 11:00,,
15.5,2019/2/14 10:50,,
15.4,2019/2/14 10:40,,
15.5,2019/2/14 10:30,,
15.5,2019/2/14 10:20,,
15.5,2019/2/14 10:10,,
15.5,2019/2/14 10:00,,
15.5,2019/2/14 9:50,,
15.5,2019/2/14 9:40,,
15.4,2019/2/14 9:30,,
15.3,2019/2/14 9:20,,
15.3,2019/2/14 9:10,,
15.3,2019/2/14 9:00,,
15.3,2019/2/14 8:50,,
15.3,2019/2/14 8:40,,
15.3,2019/2/14 8:30,,
15.3,2019/2/14 8:20,,
15.2,2019/2/14 8:10,,
15.2,2019/2/14 8:00,,
15.2,2019/2/14 7:50,,
15.2,2019/2/14 7:40,,
15.1,2019/2/14 7:30,,
15.1,2019/2/14 7:20,,
15.1,2019/2/14 7:10,,
15.1,2019/2/14 7:00,,
15.1,2019/2/14 6:50,,
15.2,2019/2/14 6:40,,
15.2,2019/2/14 6:30,,
15.2,2019/2/14 6:20,,
15.2,2019/2/14 6:10,,
15.2,2019/2/14 6:00,,
15.2,2019/2/14 5:50,,
15.2,2019/2/14 5:40,,
15.2,2019/2/14 5:30,,
15.2,2019/2/14 5:20,,
15.2,2019/2/14 5:10,,
15.2,2019/2/14 5:00,,
15.2,2019/2/14 4:50,,
15.2,2019/2/14 4:40,,
15.2,2019/2/14 4:30,,
15.2,2019/2/14 4:20,,
15.2,2019/2/14 4:10,,
15.2,2019/2/14 4:00,,
15.2,2019/2/14 3:50,,
15.2,2019/2/14 3:40,,
15.2,2019/2/14 3:30,,
15.2,2019/2/14 3:20,,
15.2,2019/2/14 3:10,,
15.2,2019/2/14 3:00,,
15.2,2019/2/14 2:50,,
15.2,2019/2/14 2:40,,
15.2,2019/2/14 2:30,,
15.2,2019/2/14 2:20,,
15.2,2019/2/14 2:10,,
15.2,2019/2/14 2:00,,
15.2,2019/2/14 1:50,,
15.2,2019/2/14 1:40,,
15.2,2019/2/14 1:30,,
15.2,2019/2/14 1:20,,
15.2,2019/2/14 1:10,,
15.3,2019/2/14 1:00,,
15.2,2019/2/14 0:50,,
15.3,2019/2/14 0:40,,
15.3,2019/2/14 0:30,,
15.3,2019/2/14 0:20,,
15.3,2019/2/14 0:10,,
15.3,2019/2/14 0:00,,
15.3,2019/2/13 23:50,,
15.3,2019/2/13 23:40,,
15.3,2019/2/13 23:30,,
15.3,2019/2/13 23:20,,
15.3,2019/2/13 23:10,,
15.3,2019/2/13 23:00,,
15.3,2019/2/13 22:50,,
15.2,2019/2/13 22:40,,
15.2,2019/2/13 22:30,,
15.2,2019/2/13 22:20,,
15.2,2019/2/13 22:10,,
15.3,2019/2/13 22:00,,
15.3,2019/2/13 21:50,,
15.3,2019/2/13 21:40,,
15.3,2019/2/13 21:30,,
15.3,2019/2/13 21:20,,
15.3,2019/2/13 21:10,,
15.3,2019/2/13 21:00,,
15.3,2019/2/13 20:50,,
15.3,2019/2/13 20:40,,
15.3,2019/2/13 20:30,,
15.3,2019/2/13 20:20,,
14.5,2019/2/13 20:10,,
14.3,2019/2/13 20:00,,
14.6,2019/2/13 19:50,,
15.2,2019/2/13 19:40,,
15.1,2019/2/13 19:30,,
16.1,2019/2/13 19:20,,
15.9,2019/2/13 19:10,,
15.5,2019/2/13 19:00,,
15.3,2019/2/13 18:50,,
15.3,2019/2/13 18:40,,
15.3,2019/2/13 18:30,,
15.3,2019/2/13 18:22,,
15.3,2019/2/13 18:20,,
15.3,2019/2/13 18:10,,
15.5,2019/2/13 18:00,,
15.4,2019/2/13 17:50,,
15.4,2019/2/13 17:40,,
15.4,2019/2/13 17:30,,
15.4,2019/2/13 17:20,,
15.4,2019/2/13 17:10,,
15.5,2019/2/13 17:00,,
15.5,2019/2/13 16:50,,
15.6,2019/2/13 16:40,,
15.5,2019/2/13 16:30,,
15.5,2019/2/13 16:20,,
15.5,2019/2/13 16:10,,
15.5,2019/2/13 16:00,,
15.5,2019/2/13 15:50,,
15.5,2019/2/13 15:40,,
15.5,2019/2/13 15:30,,
15.5,2019/2/13 15:20,,
15.5,2019/2/13 15:10,,
15.5,2019/2/13 15:00,,
15.5,2019/2/13 14:50,,
15.4,2019/2/13 14:40,,
15.5,2019/2/13 14:30,,
15.6,2019/2/13 14:20,,
15.5,2019/2/13 14:10,,
15.5,2019/2/13 14:00,,
15.5,2019/2/13 13:50,,
15.6,2019/2/13 13:40,,
15.2,2019/2/13 13:30,,
15.2,2019/2/13 13:20,,
15.1,2019/2/13 13:10,,
15.1,2019/2/13 13:00,,
15.1,2019/2/13 12:50,,
15.1,2019/2/13 12:40,,
15.1,2019/2/13 12:30,,
15.1,2019/2/13 12:20,,
15.1,2019/2/13 12:10,,
15.1,2019/2/13 12:00,,
15,2019/2/13 11:50,,
15.6,2019/2/13 11:40,,
15.3,2019/2/13 11:30,,
15.2,2019/2/13 11:20,,
14.5,2019/2/13 11:10,,
14.2,2019/2/13 11:00,,
14.1,2019/2/13 10:50,,
14.1,2019/2/13 10:40,,
14.3,2019/2/13 10:30,,
15,2019/2/13 10:20,,
15.3,2019/2/13 10:10,,
15.1,2019/2/13 10:00,,
15.1,2019/2/13 9:50,,
15.1,2019/2/13 9:40,,
15.5,2019/2/13 9:30,,
15.3,2019/2/13 9:20,,
15.2,2019/2/13 9:10,,
15.3,2019/2/13 9:00,,
